document_index,ind,source_id,split_type,activity_label,label,char_start,char_end_exclusive
8944,42224,wikihow~69461,zeroshot,Personal Care and Style,0,3193282,3193789
8945,42226,wikihow~69463,zeroshot,Personal Care and Style,2,3193791,3194256
8946,42247,wikihow~69494,zeroshot,Personal Care and Style,1,3194258,3194706
8947,42251,wikihow~69498,zeroshot,Personal Care and Style,0,3194708,3195086
8948,42262,wikihow~69516,indomain,Relationships,3,3195088,3195635
8949,42263,wikihow~69519,zeroshot,Personal Care and Style,3,3195637,3196077
8950,42270,wikihow~69530,zeroshot,Personal Care and Style,3,3196079,3196475
8951,42271,wikihow~69531,indomain,Home and Garden,2,3196477,3196930
8952,42280,wikihow~69546,zeroshot,Personal Care and Style,1,3196932,3197354
8953,42286,wikihow~69557,indomain,Computers and Electronics,3,3197356,3197694
8954,42288,wikihow~69560,zeroshot,Personal Care and Style,0,3197696,3198092
8955,42293,wikihow~69565,zeroshot,Personal Care and Style,2,3198094,3198515
8956,42297,wikihow~69570,zeroshot,Family Life,3,3198517,3199065
8957,42304,wikihow~69577,indomain,Education and Communications,0,3199067,3199540
8958,42306,wikihow~69579,indomain,Pets and Animals,1,3199542,3199947
8959,42307,wikihow~69580,indomain,Food and Entertaining,1,3199949,3200377
8960,42318,wikihow~69597,indomain,Finance and Business,2,3200379,3200844
8961,42319,wikihow~69598,indomain,Home and Garden,2,3200846,3201385
8962,42324,wikihow~69603,indomain,Computers and Electronics,0,3201387,3201884
8963,42325,wikihow~69606,indomain,Food and Entertaining,0,3201886,3202254
8964,42326,wikihow~69608,indomain,Computers and Electronics,0,3202256,3202654
8965,42336,wikihow~69629,zeroshot,Personal Care and Style,0,3202656,3203219
8966,42339,wikihow~69638,indomain,Computers and Electronics,1,3203221,3203635
8967,42342,wikihow~69643,indomain,Pets and Animals,0,3203637,3204168
8968,42344,wikihow~69647,indomain,Finance and Business,1,3204170,3204684
8969,42358,wikihow~69676,indomain,Home and Garden,3,3204686,3205221
8970,42364,wikihow~69687,zeroshot,Family Life,1,3205223,3205641
8971,42365,wikihow~69689,indomain,Food and Entertaining,1,3205643,3206215
8972,42370,wikihow~69700,indomain,Finance and Business,0,3206217,3206641
8973,42372,wikihow~69702,indomain,Finance and Business,1,3206643,3207175
8974,42378,wikihow~69713,indomain,Home and Garden,3,3207177,3207612
8975,42379,wikihow~69714,zeroshot,Family Life,0,3207614,3208031
8976,42392,wikihow~69730,indomain,Health,3,3208033,3208508
8977,42397,wikihow~69737,indomain,Food and Entertaining,1,3208510,3209007
8978,42401,wikihow~69744,indomain,Finance and Business,2,3209009,3209545
8979,42405,wikihow~69749,zeroshot,Personal Care and Style,2,3209547,3209995
8980,42413,wikihow~69766,indomain,Relationships,0,3209997,3210485
8981,42425,wikihow~69782,zeroshot,Personal Care and Style,2,3210487,3210953
8982,42442,wikihow~69808,indomain,Education and Communications,1,3210955,3211268
8983,42446,wikihow~69815,zeroshot,Personal Care and Style,3,3211270,3211745
8984,42447,wikihow~69816,indomain,Computers and Electronics,2,3211747,3212210
8985,42451,wikihow~69827,indomain,Health,0,3212212,3212710
8986,42455,wikihow~69836,zeroshot,Personal Care and Style,0,3212712,3213074
8987,42461,wikihow~69843,indomain,Health,0,3213076,3213561
8988,42468,wikihow~69853,indomain,Sports and Fitness,2,3213563,3214029
8989,42476,wikihow~69866,zeroshot,Family Life,0,3214031,3214606
8990,42486,wikihow~69880,indomain,Computers and Electronics,3,3214608,3214989
8991,42488,wikihow~69882,zeroshot,Personal Care and Style,0,3214991,3215385
8992,42491,wikihow~69890,indomain,Home and Garden,3,3215387,3215821
8993,42518,wikihow~69937,indomain,Health,0,3215823,3216319
8994,42525,wikihow~69946,indomain,Food and Entertaining,0,3216321,3216707
8995,42532,wikihow~69958,zeroshot,Personal Care and Style,0,3216709,3217166
8996,42540,wikihow~69970,indomain,Finance and Business,1,3217168,3217679
8997,42556,wikihow~69998,indomain,Education and Communications,1,3217681,3218254
8998,42565,wikihow~70015,indomain,Youth,2,3218256,3218737
8999,42579,wikihow~70039,indomain,Relationships,3,3218739,3219202
9000,42581,wikihow~70041,zeroshot,Personal Care and Style,2,3219204,3219607
9001,42584,wikihow~70044,zeroshot,Personal Care and Style,2,3219609,3220092
9002,42599,wikihow~70070,zeroshot,Personal Care and Style,2,3220094,3220549
9003,42600,wikihow~70071,zeroshot,Personal Care and Style,0,3220551,3220962
9004,42607,wikihow~70084,zeroshot,Personal Care and Style,0,3220964,3221489
9005,42611,wikihow~70088,zeroshot,Personal Care and Style,3,3221491,3221924
9006,42617,wikihow~70095,indomain,Health,3,3221926,3222388
9007,42636,wikihow~70124,indomain,Sports and Fitness,3,3222390,3222864
9008,42648,wikihow~70139,zeroshot,Personal Care and Style,1,3222866,3223195
9009,42651,wikihow~70142,zeroshot,Personal Care and Style,0,3223197,3223670
9010,42654,wikihow~70147,indomain,Health,0,3223672,3224066
9011,42655,wikihow~70149,indomain,Finance and Business,3,3224068,3224729
9012,42663,wikihow~70160,indomain,Food and Entertaining,1,3224731,3225261
9013,42668,wikihow~70168,indomain,Education and Communications,1,3225263,3225795
9014,42672,wikihow~70173,indomain,Food and Entertaining,0,3225797,3226325
9015,42683,wikihow~70190,indomain,Finance and Business,0,3226327,3226798
9016,42687,wikihow~70196,indomain,Youth,3,3226800,3227264
9017,42695,wikihow~70209,indomain,Health,1,3227266,3227868
9018,42697,wikihow~70211,zeroshot,Personal Care and Style,1,3227870,3228333
9019,42698,wikihow~70212,indomain,Finance and Business,2,3228335,3229012
9020,42712,wikihow~70238,indomain,Food and Entertaining,1,3229014,3229614
9021,42734,wikihow~70279,zeroshot,Personal Care and Style,3,3229616,3229976
9022,42740,wikihow~70290,zeroshot,Personal Care and Style,0,3229978,3230426
9023,42741,wikihow~70291,indomain,Health,1,3230428,3230947
9024,42749,wikihow~70302,indomain,Finance and Business,0,3230949,3231498
9025,42754,wikihow~70316,zeroshot,Personal Care and Style,2,3231500,3231909
9026,42756,wikihow~70324,zeroshot,Personal Care and Style,3,3231911,3232344
9027,42765,wikihow~70337,indomain,Food and Entertaining,0,3232346,3232842
9028,42766,wikihow~70340,zeroshot,Personal Care and Style,2,3232844,3233381
9029,42770,wikihow~70344,zeroshot,Family Life,1,3233383,3233836
9030,42772,wikihow~70346,zeroshot,Personal Care and Style,3,3233838,3234345
9031,42777,wikihow~70355,zeroshot,Personal Care and Style,2,3234347,3234860
9032,42802,wikihow~70396,indomain,Food and Entertaining,1,3234862,3235380
9033,42805,wikihow~70402,zeroshot,Family Life,3,3235382,3235778
9034,42824,wikihow~70434,indomain,Pets and Animals,0,3235780,3236220
9035,42830,wikihow~70447,zeroshot,Personal Care and Style,3,3236222,3236578
9036,42852,wikihow~70488,zeroshot,Personal Care and Style,2,3236580,3237048
9037,42853,wikihow~70492,indomain,Home and Garden,2,3237050,3237533
9038,42869,wikihow~70516,zeroshot,Personal Care and Style,1,3237535,3238087
9039,42870,wikihow~70519,zeroshot,Personal Care and Style,3,3238089,3238617
9040,42873,wikihow~70524,indomain,Home and Garden,0,3238619,3239056
9041,42899,wikihow~70570,zeroshot,Personal Care and Style,2,3239058,3239494
9042,42900,wikihow~70572,zeroshot,Personal Care and Style,3,3239496,3239971
9043,42906,wikihow~70585,indomain,Computers and Electronics,2,3239973,3240448
9044,42911,wikihow~70594,zeroshot,Personal Care and Style,1,3240450,3240763
9045,42916,wikihow~70609,zeroshot,Personal Care and Style,2,3240765,3241171
9046,42923,wikihow~70621,zeroshot,Personal Care and Style,1,3241173,3241512
9047,42929,wikihow~70628,indomain,Education and Communications,3,3241514,3242004
9048,42936,wikihow~70641,indomain,Computers and Electronics,2,3242006,3242500
9049,42938,wikihow~70643,zeroshot,Personal Care and Style,3,3242502,3242955
9050,42939,wikihow~70645,zeroshot,Personal Care and Style,0,3242957,3243301
9051,42942,wikihow~70649,indomain,Home and Garden,2,3243303,3243686
9052,42945,wikihow~70655,zeroshot,Personal Care and Style,3,3243688,3244060
9053,42967,wikihow~70698,indomain,Health,1,3244062,3244379
9054,42973,wikihow~70710,indomain,Education and Communications,0,3244381,3244803
9055,42981,wikihow~70724,indomain,Youth,3,3244805,3245340
9056,42983,wikihow~70729,zeroshot,Personal Care and Style,1,3245342,3245699
9057,42988,wikihow~70739,zeroshot,Personal Care and Style,0,3245701,3246076
9058,43010,wikihow~70775,zeroshot,Personal Care and Style,3,3246078,3246421
9059,43012,wikihow~70778,indomain,Computers and Electronics,2,3246423,3246892
9060,43014,wikihow~70781,indomain,Pets and Animals,3,3246894,3247373
9061,43024,wikihow~70799,zeroshot,Personal Care and Style,0,3247375,3247770
9062,43035,wikihow~70821,zeroshot,Personal Care and Style,2,3247772,3248159
9063,43044,wikihow~70835,indomain,Home and Garden,3,3248161,3248525
9064,43050,wikihow~70854,indomain,Computers and Electronics,2,3248527,3248974
9065,43053,wikihow~70859,zeroshot,Family Life,0,3248976,3249455
9066,43055,wikihow~70861,indomain,Food and Entertaining,1,3249457,3249894
9067,43065,wikihow~70878,zeroshot,Personal Care and Style,3,3249896,3250417
9068,43070,wikihow~70888,indomain,Computers and Electronics,0,3250419,3250897
9069,43073,wikihow~70891,indomain,Health,1,3250899,3251356
9070,43074,wikihow~70893,indomain,Computers and Electronics,2,3251358,3251860
9071,43085,wikihow~70910,indomain,Education and Communications,0,3251862,3252355
9072,43095,wikihow~70926,indomain,Food and Entertaining,3,3252357,3252820
9073,43096,wikihow~70928,indomain,Food and Entertaining,1,3252822,3253358
9074,43100,wikihow~70934,zeroshot,Personal Care and Style,0,3253360,3253780
9075,43103,wikihow~70937,zeroshot,Personal Care and Style,0,3253782,3254338
9076,43104,wikihow~70938,zeroshot,Personal Care and Style,2,3254340,3254785
9077,43112,wikihow~70951,zeroshot,Family Life,3,3254787,3255129
9078,43113,wikihow~70952,indomain,Education and Communications,1,3255131,3255572
9079,43131,wikihow~70984,zeroshot,Personal Care and Style,0,3255574,3256074
9080,43140,wikihow~70997,zeroshot,Family Life,2,3256076,3256629
9081,43165,wikihow~71037,indomain,Relationships,2,3256631,3257062
9082,43174,wikihow~71054,indomain,Food and Entertaining,0,3257064,3257566
9083,43193,wikihow~71086,zeroshot,Family Life,0,3257568,3258136
9084,43196,wikihow~71091,zeroshot,Personal Care and Style,0,3258138,3258479
9085,43204,wikihow~71105,zeroshot,Family Life,3,3258481,3259034
9086,43207,wikihow~71111,indomain,Computers and Electronics,0,3259036,3259471
9087,43216,wikihow~71128,indomain,Computers and Electronics,1,3259473,3259926
9088,43218,wikihow~71130,indomain,Food and Entertaining,0,3259928,3260317
9089,43223,wikihow~71140,zeroshot,Personal Care and Style,1,3260319,3260634
9090,43230,wikihow~71152,indomain,Relationships,3,3260636,3261032
9091,43246,wikihow~71187,zeroshot,Personal Care and Style,3,3261034,3261504
9092,43250,wikihow~71191,zeroshot,Personal Care and Style,1,3261506,3261825
9093,43269,wikihow~71219,indomain,Food and Entertaining,3,3261827,3262300
9094,43274,wikihow~71225,zeroshot,Personal Care and Style,0,3262302,3262812
9095,43277,wikihow~71228,zeroshot,Personal Care and Style,1,3262814,3263261
9096,43278,wikihow~71229,indomain,Computers and Electronics,2,3263263,3263660
9097,43282,wikihow~71237,indomain,Computers and Electronics,3,3263662,3264077
9098,43297,wikihow~71259,indomain,Computers and Electronics,1,3264079,3264484
9099,43303,wikihow~71266,zeroshot,Personal Care and Style,0,3264486,3264841
9100,43311,wikihow~71278,indomain,Computers and Electronics,2,3264843,3265272
9101,43317,wikihow~71285,indomain,Education and Communications,1,3265274,3265659
9102,43320,wikihow~71291,indomain,Finance and Business,1,3265661,3266180
9103,43337,wikihow~71325,zeroshot,Personal Care and Style,2,3266182,3266660
9104,43354,wikihow~71353,zeroshot,Family Life,1,3266662,3267151
9105,43358,wikihow~71358,zeroshot,Personal Care and Style,2,3267153,3267602
9106,43369,wikihow~71372,indomain,Home and Garden,0,3267604,3268167
9107,43404,wikihow~71429,indomain,Health,0,3268169,3268732
9108,43407,wikihow~71432,zeroshot,Personal Care and Style,0,3268734,3269247
9109,43419,wikihow~71448,zeroshot,Personal Care and Style,1,3269249,3269679
9110,43424,wikihow~71459,zeroshot,Personal Care and Style,1,3269681,3270179
9111,43429,wikihow~71467,zeroshot,Family Life,2,3270181,3270805
9112,43435,wikihow~71481,zeroshot,Personal Care and Style,3,3270807,3271228
9113,43437,wikihow~71483,indomain,Food and Entertaining,1,3271230,3271709
9114,43443,wikihow~71492,indomain,Home and Garden,3,3271711,3272120
9115,43448,wikihow~71501,indomain,Health,0,3272122,3272585
9116,43449,wikihow~71502,indomain,Relationships,0,3272587,3273045
9117,43457,wikihow~71513,zeroshot,Family Life,0,3273047,3273586
9118,43458,wikihow~71516,zeroshot,Personal Care and Style,3,3273588,3273957
9119,43465,wikihow~71530,indomain,Computers and Electronics,1,3273959,3274524
9120,43467,wikihow~71534,zeroshot,Personal Care and Style,1,3274526,3274993
9121,43469,wikihow~71540,zeroshot,Family Life,3,3274995,3275452
9122,43485,wikihow~71573,zeroshot,Personal Care and Style,0,3275454,3275795
9123,43488,wikihow~71580,indomain,Food and Entertaining,2,3275797,3276310
9124,43491,wikihow~71589,indomain,Health,0,3276312,3276855
9125,43498,wikihow~71600,zeroshot,Personal Care and Style,0,3276857,3277366
9126,43502,wikihow~71604,indomain,Computers and Electronics,0,3277368,3277813
9127,43508,wikihow~71612,indomain,Pets and Animals,3,3277815,3278327
9128,43512,wikihow~71618,zeroshot,Family Life,2,3278329,3278844
9129,43517,wikihow~71624,zeroshot,Family Life,2,3278846,3279323
9130,43528,wikihow~71640,zeroshot,Personal Care and Style,0,3279325,3279665
9131,43540,wikihow~71659,indomain,Food and Entertaining,0,3279667,3280123
9132,43546,wikihow~71667,indomain,Sports and Fitness,0,3280125,3280511
9133,43551,wikihow~71675,zeroshot,Personal Care and Style,2,3280513,3280915
9134,43556,wikihow~71681,indomain,Computers and Electronics,2,3280917,3281375
9135,43575,wikihow~71717,zeroshot,Personal Care and Style,3,3281377,3281906
9136,43583,wikihow~71731,indomain,Relationships,2,3281908,3282363
9137,43600,wikihow~71761,zeroshot,Family Life,0,3282365,3282865
9138,43603,wikihow~71764,zeroshot,Family Life,1,3282867,3283443
9139,43611,wikihow~71781,zeroshot,Personal Care and Style,2,3283445,3283785
9140,43617,wikihow~71792,zeroshot,Family Life,1,3283787,3284210
9141,43619,wikihow~71795,zeroshot,Family Life,2,3284212,3284804
9142,43621,wikihow~71800,indomain,Food and Entertaining,3,3284806,3285375
9143,43627,wikihow~71810,zeroshot,Personal Care and Style,0,3285377,3285838
9144,43630,wikihow~71814,zeroshot,Personal Care and Style,3,3285840,3286210
9145,43631,wikihow~71815,indomain,Computers and Electronics,2,3286212,3286627
9146,43632,wikihow~71816,zeroshot,Personal Care and Style,2,3286629,3287163
9147,43633,wikihow~71817,indomain,Relationships,2,3287165,3287715
9148,43635,wikihow~71821,indomain,Home and Garden,0,3287717,3288207
9149,43637,wikihow~71825,indomain,Health,2,3288209,3288628
9150,43642,wikihow~71833,indomain,Pets and Animals,0,3288630,3289118
9151,43647,wikihow~71842,indomain,Computers and Electronics,2,3289120,3289675
9152,43663,wikihow~71868,zeroshot,Family Life,1,3289677,3290169
9153,43668,wikihow~71873,indomain,Home and Garden,1,3290171,3290622
9154,43680,wikihow~71890,indomain,Sports and Fitness,0,3290624,3291107
9155,43701,wikihow~71927,zeroshot,Personal Care and Style,2,3291109,3291589
9156,43705,wikihow~71935,indomain,Pets and Animals,0,3291591,3292077
9157,43708,wikihow~71940,indomain,Home and Garden,2,3292079,3292609
9158,43713,wikihow~71952,indomain,Computers and Electronics,1,3292611,3293071
9159,43717,wikihow~71960,zeroshot,Family Life,3,3293073,3293602
9160,43718,wikihow~71961,zeroshot,Personal Care and Style,1,3293604,3294101
9161,43725,wikihow~71969,indomain,Education and Communications,1,3294103,3294540
9162,43728,wikihow~71975,zeroshot,Personal Care and Style,0,3294542,3294853
9163,43732,wikihow~71982,indomain,Computers and Electronics,3,3294855,3295272
9164,43737,wikihow~71990,indomain,Food and Entertaining,2,3295274,3295950
9165,43750,wikihow~72011,zeroshot,Personal Care and Style,3,3295952,3296419
9166,43752,wikihow~72013,zeroshot,Personal Care and Style,1,3296421,3296896
9167,43753,wikihow~72014,zeroshot,Family Life,3,3296898,3297469
9168,43763,wikihow~72033,zeroshot,Personal Care and Style,2,3297471,3297829
9169,43764,wikihow~72036,zeroshot,Family Life,2,3297831,3298313
9170,43776,wikihow~72055,indomain,Food and Entertaining,0,3298315,3298612
9171,43785,wikihow~72071,indomain,Finance and Business,2,3298614,3299159
9172,43787,wikihow~72073,zeroshot,Personal Care and Style,3,3299161,3299568
9173,43792,wikihow~72081,indomain,Relationships,0,3299570,3299956
9174,43802,wikihow~72094,indomain,Home and Garden,2,3299958,3300541
9175,43808,wikihow~72107,indomain,Food and Entertaining,0,3300543,3301079
9176,43811,wikihow~72114,zeroshot,Personal Care and Style,1,3301081,3301582
9177,43836,wikihow~72152,zeroshot,Family Life,0,3301584,3302146
9178,43842,wikihow~72160,zeroshot,Personal Care and Style,0,3302148,3302683
9179,43844,wikihow~72162,indomain,Computers and Electronics,0,3302685,3303102
9180,43845,wikihow~72163,zeroshot,Family Life,2,3303104,3303579
9181,43849,wikihow~72173,zeroshot,Personal Care and Style,0,3303581,3304012
9182,43867,wikihow~72203,zeroshot,Personal Care and Style,2,3304014,3304369
9183,43868,wikihow~72204,zeroshot,Family Life,1,3304371,3304785
9184,43870,wikihow~72209,zeroshot,Family Life,3,3304787,3305167
9185,43889,wikihow~72244,indomain,Home and Garden,0,3305169,3305681
9186,43899,wikihow~72258,indomain,Food and Entertaining,3,3305683,3306077
9187,43932,wikihow~72311,indomain,Travel,2,3306079,3306510
9188,43933,wikihow~72312,indomain,Finance and Business,0,3306512,3306910
9189,43950,wikihow~72346,zeroshot,Family Life,0,3306912,3307560
9190,43955,wikihow~72351,zeroshot,Personal Care and Style,2,3307562,3308075
9191,43957,wikihow~72357,indomain,Health,0,3308077,3308634
9192,43969,wikihow~72376,indomain,Health,2,3308636,3309209
9193,43974,wikihow~72381,zeroshot,Family Life,0,3309211,3309665
9194,43975,wikihow~72382,indomain,Pets and Animals,0,3309667,3310051
9195,43998,wikihow~72419,zeroshot,Personal Care and Style,3,3310053,3310435
9196,44013,wikihow~72454,zeroshot,Personal Care and Style,3,3310437,3310856
9197,44021,wikihow~72464,zeroshot,Personal Care and Style,1,3310858,3311311
9198,44030,wikihow~72478,indomain,Home and Garden,1,3311313,3311702
9199,44033,wikihow~72483,indomain,Education and Communications,2,3311704,3312206
9200,44041,wikihow~72497,zeroshot,Personal Care and Style,0,3312208,3312829
9201,44043,wikihow~72499,indomain,Food and Entertaining,0,3312831,3313377
9202,44044,wikihow~72500,zeroshot,Personal Care and Style,0,3313379,3313869
9203,44046,wikihow~72502,indomain,Finance and Business,1,3313871,3314354
9204,44049,wikihow~72506,zeroshot,Personal Care and Style,2,3314356,3314857
9205,44055,wikihow~72517,zeroshot,Family Life,0,3314859,3315251
9206,44062,wikihow~72533,zeroshot,Personal Care and Style,0,3315253,3315580
9207,44067,wikihow~72546,indomain,Computers and Electronics,3,3315582,3316019
9208,44082,wikihow~72568,zeroshot,Personal Care and Style,3,3316021,3316431
9209,44090,wikihow~72579,indomain,Education and Communications,1,3316433,3316922
9210,44093,wikihow~72582,zeroshot,Family Life,3,3316924,3317334
9211,44095,wikihow~72585,indomain,Computers and Electronics,3,3317336,3317773
9212,44101,wikihow~72594,zeroshot,Personal Care and Style,0,3317775,3318254
9213,44102,wikihow~72595,zeroshot,Personal Care and Style,2,3318256,3318736
9214,44115,wikihow~72613,zeroshot,Personal Care and Style,2,3318738,3319169
9215,44118,wikihow~72617,zeroshot,Personal Care and Style,3,3319171,3319662
9216,44119,wikihow~72619,indomain,Travel,2,3319664,3320208
9217,44143,wikihow~72667,indomain,Food and Entertaining,2,3320210,3320698
9218,44144,wikihow~72668,indomain,Home and Garden,2,3320700,3321143
9219,44149,wikihow~72676,indomain,Cars & Other Vehicles,0,3321145,3321720
9220,44167,wikihow~72706,indomain,Home and Garden,2,3321722,3322239
9221,44174,wikihow~72723,indomain,Computers and Electronics,2,3322241,3322680
9222,44180,wikihow~72735,zeroshot,Personal Care and Style,0,3322682,3323136
9223,44186,wikihow~72743,zeroshot,Family Life,2,3323138,3323656
9224,44187,wikihow~72744,zeroshot,Family Life,0,3323658,3324123
9225,44198,wikihow~72771,indomain,Health,0,3324125,3324777
9226,44208,wikihow~72782,zeroshot,Personal Care and Style,0,3324779,3325200
9227,44218,wikihow~72800,zeroshot,Family Life,2,3325202,3325860
9228,44225,wikihow~72816,zeroshot,Family Life,3,3325862,3326383
9229,44236,wikihow~72836,zeroshot,Personal Care and Style,2,3326385,3326818
9230,44247,wikihow~72859,zeroshot,Personal Care and Style,1,3326820,3327307
9231,44248,wikihow~72861,zeroshot,Personal Care and Style,0,3327309,3327778
9232,44251,wikihow~72864,zeroshot,Personal Care and Style,2,3327780,3328290
9233,44254,wikihow~72869,zeroshot,Family Life,2,3328292,3328715
9234,44265,wikihow~72887,indomain,Computers and Electronics,3,3328717,3329075
9235,44271,wikihow~72897,zeroshot,Personal Care and Style,3,3329077,3329406
9236,44278,wikihow~72910,indomain,Computers and Electronics,2,3329408,3329912
9237,44303,wikihow~72950,indomain,Travel,3,3329914,3330477
9238,44304,wikihow~72951,indomain,Finance and Business,2,3330479,3331092
9239,44322,wikihow~72983,zeroshot,Family Life,3,3331094,3331662
9240,44327,wikihow~72993,indomain,Pets and Animals,0,3331664,3332125
9241,44345,wikihow~73020,indomain,Health,3,3332127,3332734
9242,44351,wikihow~73026,zeroshot,Personal Care and Style,3,3332736,3333115
9243,44353,wikihow~73028,indomain,Education and Communications,1,3333117,3333604
9244,44356,wikihow~73033,zeroshot,Family Life,0,3333606,3333954
9245,44371,wikihow~73053,indomain,Education and Communications,3,3333956,3334360
9246,44384,wikihow~73079,indomain,Sports and Fitness,1,3334362,3334738
9247,44386,wikihow~73081,indomain,Health,0,3334740,3335267
9248,44399,wikihow~73099,indomain,Travel,2,3335269,3335749
9249,44405,wikihow~73115,indomain,Computers and Electronics,1,3335751,3336140
9250,44408,wikihow~73119,zeroshot,Personal Care and Style,2,3336142,3336625
9251,44419,wikihow~73135,indomain,Sports and Fitness,0,3336627,3337126
9252,44428,wikihow~73155,indomain,Relationships,1,3337128,3337373
9253,44430,wikihow~73159,zeroshot,Family Life,3,3337375,3337851
9254,44435,wikihow~73167,zeroshot,Personal Care and Style,3,3337853,3338346
9255,44436,wikihow~73169,zeroshot,Personal Care and Style,3,3338348,3338772
9256,44439,wikihow~73173,indomain,Travel,0,3338774,3339226
9257,44444,wikihow~73179,indomain,Home and Garden,1,3339228,3339551
9258,44448,wikihow~73184,zeroshot,Personal Care and Style,1,3339553,3339981
9259,44463,wikihow~73208,indomain,Home and Garden,1,3339983,3340448
9260,44482,wikihow~73236,zeroshot,Personal Care and Style,0,3340450,3340810
9261,44489,wikihow~73245,zeroshot,Personal Care and Style,0,3340812,3341387
9262,44490,wikihow~73246,indomain,Health,2,3341389,3341896
9263,44500,wikihow~73258,zeroshot,Personal Care and Style,2,3341898,3342579
9264,44507,wikihow~73269,indomain,Health,1,3342581,3343100
9265,44515,wikihow~73288,indomain,Finance and Business,1,3343102,3343423
9266,44535,wikihow~73326,indomain,Home and Garden,3,3343425,3343990
9267,44552,wikihow~73351,indomain,Youth,2,3343992,3344458
9268,44557,wikihow~73361,indomain,Computers and Electronics,2,3344460,3344813
9269,44565,wikihow~73376,zeroshot,Family Life,1,3344815,3345361
9270,44573,wikihow~73389,zeroshot,Family Life,0,3345363,3345849
9271,44588,wikihow~73416,indomain,Finance and Business,1,3345851,3346348
9272,44589,wikihow~73418,indomain,Youth,1,3346350,3346789
9273,44591,wikihow~73420,indomain,Food and Entertaining,1,3346791,3347211
9274,44597,wikihow~73428,indomain,Computers and Electronics,3,3347213,3347688
9275,44622,wikihow~73465,indomain,Health,2,3347690,3348214
9276,44647,wikihow~73502,zeroshot,Personal Care and Style,1,3348216,3348684
9277,44654,wikihow~73517,zeroshot,Personal Care and Style,3,3348686,3349041
9278,44658,wikihow~73523,indomain,Computers and Electronics,3,3349043,3349592
9279,44667,wikihow~73537,zeroshot,Family Life,2,3349594,3350080
9280,44668,wikihow~73539,zeroshot,Personal Care and Style,2,3350082,3350471
9281,44669,wikihow~73542,zeroshot,Personal Care and Style,2,3350473,3350939
9282,44675,wikihow~73553,indomain,Pets and Animals,3,3350941,3351517
9283,44676,wikihow~73556,zeroshot,Family Life,2,3351519,3351971
9284,44688,wikihow~73577,zeroshot,Personal Care and Style,0,3351973,3352486
9285,44698,wikihow~73597,indomain,Finance and Business,0,3352488,3352908
9286,44709,wikihow~73613,indomain,Food and Entertaining,0,3352910,3353354
9287,44711,wikihow~73615,indomain,Youth,2,3353356,3353803
9288,44732,wikihow~73651,indomain,Food and Entertaining,1,3353805,3354240
9289,44733,wikihow~73652,indomain,Finance and Business,2,3354242,3354758
9290,44735,wikihow~73654,zeroshot,Family Life,0,3354760,3355224
9291,44740,wikihow~73659,zeroshot,Personal Care and Style,1,3355226,3355627
9292,44754,wikihow~73676,indomain,Home and Garden,2,3355629,3355971
9293,44755,wikihow~73677,indomain,Health,0,3355973,3356416
9294,44762,wikihow~73687,indomain,Computers and Electronics,0,3356418,3357012
9295,44774,wikihow~73707,indomain,Finance and Business,3,3357014,3357510
9296,44796,wikihow~73743,indomain,Food and Entertaining,3,3357512,3357981
9297,44805,wikihow~73756,zeroshot,Personal Care and Style,3,3357983,3358403
9298,44808,wikihow~73761,indomain,Health,3,3358405,3358791
9299,44816,wikihow~73769,zeroshot,Personal Care and Style,2,3358793,3359257
9300,44818,wikihow~73771,indomain,Food and Entertaining,3,3359259,3359720
9301,44831,wikihow~73800,zeroshot,Personal Care and Style,0,3359722,3360096
9302,44832,wikihow~73803,zeroshot,Personal Care and Style,2,3360098,3360587
9303,44837,wikihow~73810,zeroshot,Personal Care and Style,1,3360589,3361060
9304,44843,wikihow~73817,indomain,Pets and Animals,1,3361062,3361560
9305,44844,wikihow~73818,indomain,Youth,1,3361562,3362022
9306,44846,wikihow~73820,zeroshot,Personal Care and Style,3,3362024,3362391
9307,44857,wikihow~73838,zeroshot,Personal Care and Style,1,3362393,3362897
9308,44862,wikihow~73848,indomain,Home and Garden,3,3362899,3363516
9309,44864,wikihow~73854,indomain,Health,2,3363518,3363940
9310,44871,wikihow~73862,indomain,Work World,2,3363942,3364332
9311,44890,wikihow~73893,indomain,Home and Garden,0,3364334,3364780
9312,44894,wikihow~73898,zeroshot,Personal Care and Style,3,3364782,3365221
9313,44914,wikihow~73933,zeroshot,Personal Care and Style,3,3365223,3365726
9314,44919,wikihow~73943,indomain,Computers and Electronics,1,3365728,3366265
9315,44927,wikihow~73955,zeroshot,Personal Care and Style,1,3366267,3366721
9316,44931,wikihow~73959,zeroshot,Personal Care and Style,0,3366723,3367259
9317,44932,wikihow~73961,indomain,Youth,2,3367261,3367776
9318,44938,wikihow~73971,zeroshot,Personal Care and Style,0,3367778,3368276
9319,44943,wikihow~73977,indomain,Health,1,3368278,3368702
9320,44944,wikihow~73978,indomain,Computers and Electronics,0,3368704,3369046
9321,44956,wikihow~73999,zeroshot,Family Life,3,3369048,3369443
9322,44962,wikihow~74008,indomain,Pets and Animals,2,3369445,3369861
9323,44966,wikihow~74015,indomain,Pets and Animals,0,3369863,3370290
9324,44982,wikihow~74038,indomain,Pets and Animals,2,3370292,3370873
9325,44985,wikihow~74044,indomain,Health,2,3370875,3371450
9326,44987,wikihow~74046,indomain,Pets and Animals,3,3371452,3372007
